Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - Civey,https://www.crunchbase.com/funding_round/civey-series-a--744e3683,Civey,https://www.crunchbase.com/organization/civey,Series A,"Berlin, Berlin, Germany, Europe",4000000,EUR,4665953,2018-05-30,Early Stage Venture,,,,Yes,Civey is developing the world's real-time representative opinion research technology.,"Database, Information Technology, Internet, Market Research",,https://civey.com/,,7200000,EUR,8413826,Early Stage Venture,3,,,,,"464,926"
Private Equity Round - EyeEm,https://www.crunchbase.com/funding_round/eyeem-private-equity--03ae8688,EyeEm,https://www.crunchbase.com/organization/eyeem,Private Equity,"Berlin, Berlin, Germany, Europe",,,,2018-05-01,Private Equity,,,,Yes,EyeEm builds technology to showcase the best images from the world’s leading photo community.,"Artificial Intelligence (AI), Computer, Image Recognition, Mobile, Photo Sharing, Photography, Visual Search",,http://www.eyeem.com,$10M to $50M,24000000,USD,24000000,M&A,5,,Cipio Partners,1,,"638,527"
Series B - Careship,https://www.crunchbase.com/funding_round/careship-series-b--dfc110b9,Careship,https://www.crunchbase.com/organization/careship,Series B,"Berlin, Berlin, Germany, Europe",6000000,EUR,7349276,2018-04-05,Early Stage Venture,,,,Yes,Careship helps families find the right caregiver for their loved ones.,"Health Care, Home Services, Wellness",,https://www.careship.de,$10M to $50M,11349276,USD,11349276,M&A,4,Creandum,"Ananda Impact Ventures, Atlantic Labs, Axel Springer Plug and Play Accelerator, Creandum, Spark Capital",5,,"639,537"
Seed Round - Nocturne,https://www.crunchbase.com/funding_round/nocturne-seed--4f718701,Nocturne,https://www.crunchbase.com/organization/nocturne,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-23,Seed,,,,Yes,Nocturne diagnoses neurological disorders with retinal image analysis.,"Biotechnology, Health Care, Health Diagnostics, Life Science, Software, Wellness",,https://nocturne.one/,$10M to $50M,71429,EUR,81868,Seed,2,Startupbootcamp,"Startupbootcamp, Startupbootcamp Digital Health Berlin",2,,"640,072"
Seed Round - LOST iN,https://www.crunchbase.com/funding_round/38hours-seed--6a67f744,LOST iN,https://www.crunchbase.com/organization/38hours,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-12-01,Seed,,,,Yes,A city guide curated by locals. Experience a new city from within.,"News, Publishing, Social Media, Transportation, Travel",,http://www.lostin.com,Less than $1M,4000000,USD,4000000,Seed,3,bmp Ventures,bmp Ventures,1,,"641,403"
Pre Seed Round - Anyl,https://www.crunchbase.com/funding_round/anyledger-pre-seed--355db1e8,Anyl,https://www.crunchbase.com/organization/anyledger,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-06-01,Seed,,,,Yes,Passwordless authentication for Internet of Things devices.,"Blockchain, Cryptocurrency, Embedded Software, Internet of Things",,https://anyl.site,,120000,USD,120000,Seed,2,,,,,"469,569"
Seed Round - Enapter,https://www.crunchbase.com/funding_round/enapter-seed--c501d73f,Enapter,https://www.crunchbase.com/organization/enapter,Seed,"Berlin, Berlin, Germany, Europe",4000000,USD,4000000,2018-01-12,Seed,,,,Yes,Enapter makes hydrogen generators with patented Anion Exchange Membrane (AEM) technology and energy management software.,"Energy, Oil and Gas, Renewable Energy, Software",,https://www.enapter.com,$10M to $50M,132246582,USD,132246582,IPO,9,,Ragnar Kruse,1,,"470,276"
Seed Round - Xayn,https://www.crunchbase.com/funding_round/xain-group-seed--5f08a029,Xayn,https://www.crunchbase.com/organization/xain-group,Seed,"Berlin, Berlin, Germany, Europe",6000000,EUR,7035854,2018-06-05,Seed,,,,Yes,"Xayn is a technology firm that develops artificial intelligence-driven legal copilots, models, partnerships, and security solutions.","Artificial Intelligence (AI), Cyber Security, Legal Tech, Machine Learning, Privacy, Software",,https://www.xayn.com,$1M to $10M,19600000,EUR,22793545,Early Stage Venture,4,Earlybird Venture Capital,Earlybird Venture Capital,1,1,"642,551"
Venture Round - Locafox,https://www.crunchbase.com/funding_round/locafox-series-unknown--e9c0776a,Locafox,https://www.crunchbase.com/organization/locafox,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-04-16,,,,,Yes,"Locafox, a new venture supported by Holtzbrinck Ventures, allows online and mobile consumers to make informed buying decisions.","E-Commerce, Local, Retail",,https://www.locafox.de,$1M to $10M,,,,,4,2 Welten Investment,2 Welten Investment,1,,"644,487"
Debt Financing - Watchmaster,https://www.crunchbase.com/funding_round/watchmaster-debt-financing--a20d2719,Watchmaster,https://www.crunchbase.com/organization/watchmaster,Debt Financing,"Berlin, Berlin, Germany, Europe",4000000,EUR,4562798,2018-11-05,,,,,No,Watchmaster.com is a digital marketplace for buying and selling luxury watches.,"Consumer Goods, E-Commerce, Jewelry, Marketplace",,https://www.watchmaster.com/,$10M to $50M,54635926,USD,54635926,,9,,,,,"646,658"
Pre Seed Round - Think-it,https://www.crunchbase.com/funding_round/think-it-b3d7-pre-seed--731711a0,Think-it,https://www.crunchbase.com/organization/think-it-b3d7,Pre-Seed,"Berlin, Berlin, Germany, Europe",150000,USD,150000,2018-09-10,Seed,,,,Yes,Tackling humanity's greatest challenges with technology and Tunisian talent,"Information Technology, Software, Software Engineering",,https://think-it.io/,$1B to $10B,316502,USD,316502,Seed,2,Katapult,Katapult,1,1,"647,629"
Angel Round - Steady,https://www.crunchbase.com/funding_round/steady-angel--af3da4c4,Steady,https://www.crunchbase.com/organization/steady,Angel,"Berlin, Berlin, Germany, Europe",25000,EUR,28626,2018-08-18,Seed,,,,Yes,Membership Platform for Independent Content Creators,"Blogging Platforms, Content Creators, Marketing Automation, Publishing, Subscription Service",,https://www.steadyHQ.com,$1B to $10B,5225000,EUR,5993311,Early Stage Venture,9,,,,,"647,925"
Pre Seed Round - Mindable Health,https://www.crunchbase.com/funding_round/mindable-health-pre-seed--7a73ad41,Mindable Health,https://www.crunchbase.com/organization/mindable-health,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-23,Seed,,,,Yes,Mindable Health offers a therapeutic app to overcome anxiety.,"Apps, Health Care, Therapeutics",,https://www.mindable.health/,$1M to $10M,,,,Seed,1,,"Startupbootcamp, Startupbootcamp Digital Health Berlin",2,,"648,918"
Angel Round - Uniwhere,https://www.crunchbase.com/funding_round/uniwhere-angel--87932e49,Uniwhere,https://www.crunchbase.com/organization/uniwhere,Angel,"Berlin, Berlin, Germany, Europe",500000,EUR,582825,2018-05-25,Seed,,,,Yes,Help students stay on top of their college life,"Collaboration, Communities, Education, Email, Higher Education, Internet, Private Social Networking, Productivity Tools, Universities",,http://www.uniwhere.com/,$1M to $10M,720000,EUR,823067,M&A,4,,"Boost Heroes, Enrico Noseda, Rancilio Cube Sicaf, WestTech Ventures",4,1,"648,974"
Seed Round - Enpal,https://www.crunchbase.com/funding_round/enpal-seed--8d2e39f7,Enpal,https://www.crunchbase.com/organization/enpal,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-20,Seed,,,,Yes,Enpal is a photovoltaics leasing firm that provides solar power systems for homeowners.,"Energy, Environmental Consulting, Renewable Energy, Solar",,https://www.enpal.de,$100M to $500M,3375000000,EUR,3693879999,Late Stage Venture,16,Picus Capital,Picus Capital,1,2,"649,010"
Venture Round - finleap,https://www.crunchbase.com/funding_round/finleap-series-unknown--8a1c54fb,finleap,https://www.crunchbase.com/organization/finleap,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",41500000,EUR,47540332,2018-11-19,,,,,Yes,"From ‘14 to ‘21, finleap built/invested in 15 ventures and developed 5+ JVs/service ventures worth €3.0Bn+. Now managed by Motive Ventures.","Asset Management, Banking, Finance, FinTech, Insurance",,https://www.finleap.com/,$10M to $50M,101500000,EUR,115994173,,3,Ping An Global Voyager,"MS&AD Ventures, Ping An Global Voyager",2,1,"429,471"
Seed Round - LemonOne,https://www.crunchbase.com/funding_round/lemonone-seed--41661bf4,LemonOne,https://www.crunchbase.com/organization/lemonone,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-03-15,Seed,,,,Yes,Providing companies with visuals that make customers buy,"E-Commerce Platforms, Photography",,https://www.lemonone.com,$10M to $50M,,,,M&A,3,redalpine,redalpine,1,1,"474,632"
Series A - B2B Food Group,https://www.crunchbase.com/funding_round/eatfirst-series-a--26bbaf29,B2B Food Group,https://www.crunchbase.com/organization/eatfirst,Series A,"Berlin, Berlin, Germany, Europe",,,,2018-11-22,Early Stage Venture,,,,Yes,"B2B Food Group acquires, improves and grows software companies serving B2B clients.","Catering, Food and Beverage, Food Delivery, SaaS",,https://www.b2bfood.group,$10M to $50M,,,,Early Stage Venture,1,,"Avala Capital, Confidential ‏‏‎ ‎‏‏‎ ‎‏‏‎ ‎‏‏‎ ‎, Global Founders Capital, HV Capital, Target Global",5,,"652,234"
Series B - uberall,https://www.crunchbase.com/funding_round/uberall-series-b--2f976e85,uberall,https://www.crunchbase.com/organization/uberall,Series B,"Berlin, Berlin, Germany, Europe",25000000,USD,25000000,2018-02-01,Early Stage Venture,,,,Yes,"Uberall powers sales through location data, using the innovative location marketing cloud.","Information Technology, Location Based Services, Marketing",,http://uberall.com,$1M to $10M,170800000,USD,170800000,Private Equity,8,HPE Growth,"HPE Growth, Project A Ventures, United Internet Ventures",3,3,"653,502"
Seed Round - Sizolution,https://www.crunchbase.com/funding_round/sizolution-seed--31cac684,Sizolution,https://www.crunchbase.com/organization/sizolution,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-01,Seed,,,,Yes,Sizolution is an AI based SaaS for fashion ecommerce.,"Artificial Intelligence (AI), E-Commerce, Fashion, SaaS, Software",,http://www.sizolution.com,Less than $1M,642957,USD,642957,Seed,3,Ivan Bannikov,Ivan Bannikov,1,,"480,848"
Venture Round - Quorum Control,https://www.crunchbase.com/funding_round/quorum-control-series-unknown--a10985e8,Quorum Control,https://www.crunchbase.com/organization/quorum-control,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",2900000,USD,2900000,2018-11-01,,,,,Yes,Quorum Control is building a platform for digital ownership.,"Blockchain, Cyber Security, Security",,https://quorumcontrol.com,Less than $1M,2900000,USD,2900000,,1,Initialized Capital,"Boost VC, Hack VC, IA Ventures, Initialized Capital",4,,"481,367"
Series A - door2door,https://www.crunchbase.com/funding_round/door2door-series-a--2cb02e70,door2door,https://www.crunchbase.com/organization/door2door,Series A,"Berlin, Berlin, Germany, Europe",11500000,EUR,13175095,2018-12-20,Early Stage Venture,,,,Yes,#GovTech #SaaS #AI #Infrastructure for The Next Public Transport,"Artificial Intelligence (AI), GovTech, Public Transportation, SaaS, Software",,https://door2door.io/en/,$1M to $10M,32750000,EUR,37635247,M&A,7,,,,,"660,892"
Seed Round - Plantix,https://www.crunchbase.com/funding_round/peat-seed--9fd5b8a8,Plantix,https://www.crunchbase.com/organization/peat,Seed,"Berlin, Berlin, Germany, Europe",4450000,EUR,5420298,2018-01-17,Seed,,,,Yes,"Plantix is a digital agro-ecosystem for small-scale farming that includes a crop doctor driven by AI, illness alarms.","AgTech, Apps, Artificial Intelligence (AI), Image Recognition",,https://plantix.net/,$1M to $10M,17150000,EUR,19785946,M&A,5,Index Ventures,Index Ventures,1,,"483,816"
Seed Round - Blindfeed,https://www.crunchbase.com/funding_round/blindfeed-seed--aa65572d,Blindfeed,https://www.crunchbase.com/organization/blindfeed,Seed,"Berlin, Berlin, Germany, Europe",,,,2018-06-01,Seed,,,,Yes,Helping teams around the world become stronger than the sum of their parts through meaningful feedback,Collaboration,,https://www.blindfeed.com/,,,,,Seed,1,,Fly Ventures,1,,"503,674"
Grant - Mia & Ben,https://www.crunchbase.com/funding_round/mia-ben-grant--f76cdf6c,Mia & Ben,https://www.crunchbase.com/organization/mia-ben,Grant,"Berlin, Berlin, Germany, Europe",1000000,EUR,1161170,2018-09-01,,,,,No,Mia & Ben is a manufacturer and maker of foods with nutrition for kids.,"Food and Beverage, Health Care",,https://mia-ben.com,$1M to $10M,4750000,EUR,5387459,Early Stage Venture,4,,,,,"504,035"
Series A - Lumenaza,https://www.crunchbase.com/funding_round/lumenaza-series-a--4d9f0386,Lumenaza,https://www.crunchbase.com/organization/lumenaza,Series A,"Berlin, Berlin, Germany, Europe",2500000,EUR,2900696,2018-08-07,Early Stage Venture,,,,Yes,Lumenaza offers a utility-in-box software solution.,"Clean Energy, Energy Management, Green Consumer Goods, GreenTech, Information Technology, Local, Peer to Peer, Renewable Energy, Software",,https://www.lumenaza.de/,Less than $1M,10300000,EUR,12292668,Early Stage Venture,4,E.ON,"E.ON, EnBW New Ventures, IBB Ventures",3,1,"490,980"
Pre Seed Round - hypcloud,https://www.crunchbase.com/funding_round/hypcloud-pre-seed--597a95f7,hypcloud,https://www.crunchbase.com/organization/hypcloud,Pre-Seed,"Berlin, Berlin, Germany, Europe",120000,USD,120000,2018-08-20,Seed,,,,Yes,Hypcloud provides a digital platform for commercial real estate financing.,"Commercial Real Estate, Financial Services, Real Estate, Real Estate Investment",,https://www.hypcloud.com,$1M to $10M,2820000,USD,2820000,Seed,3,Y Combinator,Y Combinator,1,,"491,039"
Pre Seed Round - Clevver,https://www.crunchbase.com/funding_round/clevver-pre-seed--1b24aa93,Clevver,https://www.crunchbase.com/organization/clevver,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2018-07-19,Seed,,,,Yes,Clevver offers international virtual office services that allow businesses and individuals to easily establish a local legal presence.,"B2B, Cloud Data Services, Information Technology, Messaging, Tourism, Travel",,https://www.clevver.io,$1M to $10M,2500000,EUR,3077835,Seed,3,,,,,"670,543"
Series A - Tourlane,https://www.crunchbase.com/funding_round/tourlane-series-a--2930c1c6,Tourlane,https://www.crunchbase.com/organization/tourlane,Series A,"Berlin, Berlin, Germany, Europe",8500000,USD,8500000,2018-03-23,Early Stage Venture,,,,Yes,Tourlane is a tour planning and booking platform that helps travelers research and buy multi-day tours online.,"Internet, Leisure, Reservations, Tourism, Travel",,https://www.tourlane.com,$1M to $10M,127386310,USD,127386310,Late Stage Venture,6,"HV Capital, Spark Capital","DN Capital, Fritz Demopoulos, HV Capital, NFQ Capital, Spark Capital",5,4,"512,809"
Seed Round - Spooning Cookie Dough,https://www.crunchbase.com/funding_round/spooning-cookie-dough-seed--2e41d669,Spooning Cookie Dough,https://www.crunchbase.com/organization/spooning-cookie-dough,Seed,"Berlin, Berlin, Germany, Europe",210000,EUR,244137,2018-09-12,Seed,,,,Yes,"Spooning Cookie Dough serve you at least eight different, irresistible varieties and other delicious delights.",Food and Beverage,,https://spooning-cookie-dough.com/,Less than $1M,210000,EUR,244137,Seed,1,,Ralf Dummel,1,,"519,129"
Series A - Pitch,https://www.crunchbase.com/funding_round/pitch-5b94-series-a--6b497c11,Pitch,https://www.crunchbase.com/organization/pitch-5b94,Series A,"Berlin, Berlin, Germany, Europe",19000000,USD,19000000,2018-10-09,Early Stage Venture,,,,Yes,Pitch is collaborative presentation software for modern teams.,"Collaboration, Internet, Presentation Software, SaaS, Software",,https://pitch.com,$1M to $10M,137700711,USD,137700711,Early Stage Venture,4,"BlueYard Capital, Index Ventures","Andrew Wilkinson, BlueYard Capital, Eric Yuan, Frank Thelen, Freigeist Capital, Index Ventures, Koen Bok, Olivier Pomel, Simon Willnauer, Slack Fund",10,2,"502,102"
Venture Round - The Rainforest Company,https://www.crunchbase.com/funding_round/the-rainforest-company-series-unknown--bb7c8328,The Rainforest Company,https://www.crunchbase.com/organization/the-rainforest-company,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2018-12-05,,,,,Yes,The Rainforest Company рrоvіdеs natural food products to change the lifestyle of its customers.,"Food and Beverage, Organic Food",,http://www.therainforestco.de,,36000000,EUR,38152164,,4,Katjes Greenfood,Katjes Greenfood,1,1,"502,477"
Series A - MOWEA GmbH,https://www.crunchbase.com/funding_round/mowea-series-a--1f641ee5,MOWEA GmbH,https://www.crunchbase.com/organization/mowea,Series A,"Berlin, Berlin, Germany, Europe",500000,EUR,595694,2018-05-10,Early Stage Venture,,,,Yes,A Berlin-based company offering modular wind energy systems | Renewable Energy | Wind and Small Wind Turbines | Smart Energy | Green Tech,"Clean Energy, Energy, Green Consumer Goods, GreenTech, Renewable Energy, Smart Cities, Wind Energy",,https://www.mowea.world/en/,Less than $1M,500000,EUR,595694,Early Stage Venture,1,,,,,"432,068"
